单品编码,首销日,末销日,在架天数,有销售天数,总销量,总销售额,总毛利,日均销量_在架,日均销量_有售,日销量标准差,非零日均,非零日标准差,单日最大销量,平均批发价,平均售价,损耗率,单位毛利,交易笔数,单品名称,分类名称,动销率,变异系数CV,非零CV,ADI,CV2,稳定性,毛利率,笔均重量,周CV,TOPSIS得分,梯队,排名,需求形态,销量份额,象限,毛利份额,贡献错位
102900005116530,2020-07-01,2023-03-14,987,821,11920.226999999999,211198.38640000002,49063.48351069854,12.077231003039513,14.519155907429962,11.223364783824197,14.519155907429962,11.223364783824197,79.166,12.115444579780757,17.71764802801155,0.1382,4.115985669626807,47509,西峡香菇(1),食用菌,0.8318135764944276,0.929299504248911,0.7730039442637852,1.202192448233861,0.597535097847369,0.5183228409055682,0.23230993544512488,0.2509046075480435,0.6508682553635725,0.7121399537543672,热销,11,Erratic,0.025309631648724764,引流品(量大但利薄),0.04887029063131502,0.023560658982590254
102900011032251,2022-02-18,2023-06-30,498,382,8235.0,40719.9,15267.99539582643,16.53614457831325,21.55759162303665,15.7283562057563,21.55759162303665,15.7283562057563,79.0,3.092356020942409,4.944735883424408,0.0943,1.8540370851033916,8244,螺丝椒(份),辣椒类,0.7670682730923695,0.9511501384901807,0.7295970941832309,1.3036649214659686,0.5323119198406143,0.5125182220850569,0.37495169182209265,0.9989082969432315,0.6752880149525384,0.7089738171003263,热销,12,Erratic,0.017484970431120853,明星品(量大且利厚),0.015207875979472903,-0.0022770944516479503
102900005115779,2020-07-01,2023-06-29,1094,810,15910.461000000001,129756.9615,35621.95175368732,14.543382998171847,19.642544444444447,13.004183089323325,19.642544444444447,13.004183089323325,76.379,5.093543209876544,8.155449518401761,0.1525,2.238901296052158,39887,云南生菜,花叶类,0.7404021937842779,0.8941649333554645,0.6620416782613585,1.3506172839506172,0.4382991837551161,0.5279371307062082,0.27452825144712806,0.3988883846867401,0.6780608152938011,0.7087713168956191,热销,13,Intermittent,0.033781899226533275,引流品(量大但利薄),0.035481686388569994,0.0016997871620367186
102900011032022,2022-01-21,2023-06-30,526,441,5175.0,17567.699999999997,7633.9471016893,9.838403041825096,11.73469387755102,8.443119735736616,11.73469387755102,8.443119735736616,56.0,2.0152607709750567,3.394724637681159,0.0943,1.4751588602298165,5178,小皱皮(份),辣椒类,0.8384030418250951,0.858179899709654,0.719500638349729,1.1927437641723355,0.5176811685856675,0.5381610252894528,0.43454448229929366,0.9994206257242179,0.6224151906265919,0.6995914606109154,热销,14,Erratic,0.010987822948518569,明星品(量大且利厚),0.007603887592740751,-0.003383935355777818
102900011034330,2022-05-25,2023-06-30,402,293,4229.0,22604.9,7833.62745490982,10.519900497512438,14.433447098976108,6.976956252999386,14.433447098976108,6.976956252999386,57.0,3.465358361774744,5.345211633956018,0.002,1.8523592941380516,4232,双孢菇(盒),食用菌,0.7288557213930348,0.6632150422572128,0.483388078063093,1.372013651877133,0.23366403401353086,0.6012451634894197,0.3465455478639507,0.9992911153119093,0.4077290249870609,0.698916755854588,热销,15,Intermittent,0.008979227681021261,明星品(量大且利厚),0.0078027816825401945,-0.0011764459984810668
102900011030097,2021-12-16,2023-06-30,562,410,8848.0,35692.09999999999,13043.088185933531,15.743772241992882,21.58048780487805,16.73596510150592,21.58048780487805,16.73596510150592,164.0,2.3106829268292683,4.033917269439421,0.0943,1.4741284116109326,8863,云南油麦菜(份),花叶类,0.7295373665480427,1.063021291483536,0.775513753573398,1.3707317073170733,0.6014215819815011,0.4847259716262509,0.3654334764817294,0.9983075707999549,0.6878545621332853,0.6898454412991369,热销,16,Lumpy,0.01878652317845262,明星品(量大且利厚),0.0129917295871878,-0.0057947935912648196
102900011030103,2021-12-16,2022-03-20,95,83,587.0,1360.0000000000002,513.8036877553274,6.178947368421053,7.072289156626506,2.644751509975017,7.072289156626506,2.644751509975017,14.0,1.2337349397590363,2.316865417376491,0.0943,0.8753044084417843,586,茼蒿(份),花叶类,0.8736842105263158,0.4280262239312208,0.37395975353990873,1.144578313253012,0.13984589726762928,0.7002672522687258,0.3777968292318583,1.0017064846416381,0.37697430934824694,0.6886054279625134,热销,17,Smooth,0.0012463482262377585,明星品(量大且利厚),0.0005117805290480236,-0.000734567697189735
102900011034316,2022-05-19,2022-05-19,1,1,9.381,56.286,16.791990000000002,9.381,9.381,0.0,9.381,0.0,9.381,4.21,6.0,0.0,1.7900000000000003,27,芝麻苋菜,花叶类,1.0,0.0,0.0,1.0,0.0,1.0,0.29833333333333334,0.34744444444444444,,0.6855442416762496,热销,18,Smooth,1.991821586087975e-05,问题品(量小且利薄),1.6725869686753758e-05,-3.192346174125992e-06
102900011022924,2021-03-05,2021-03-07,3,3,30.275,90.82499999999999,43.23348865933079,10.091666666666667,10.091666666666667,3.216801257978698,10.091666666666667,3.216801257978698,12.957,1.3999999999999997,2.9999999999999996,0.1094,1.4280260498540311,61,青菜苔,花叶类,1.0,0.3187581758525547,0.3187581758525547,1.0,0.1016067746728482,0.758289137698439,0.47600868328467705,0.49631147540983606,,0.6816123056428804,热销,19,Smooth,6.428141831234776e-05,利润品(量小但利厚),4.306325202788431e-05,-2.1218166284463452e-05
106949711300068,2020-12-08,2021-09-08,275,258,2549.0,8434.9,2611.6975694835155,9.26909090909091,9.87984496124031,10.335100404203846,9.87984496124031,10.335100404203846,88.0,1.8816666666666666,3.3091016084739113,0.11130000000000001,1.0245969280045177,2536,金针菇(袋)(3),食用菌,0.9381818181818182,1.1150069090451382,1.046079209213257,1.065891472868217,1.0942817119482329,0.4728116942423937,0.3096299386458068,1.0051261829652998,0.8191146926042956,0.6799968928898777,热销,20,Erratic,0.005412166318023929,引流品(量大但利薄),0.002601413722161149,-0.00281075259586278
102900011033906,2022-04-16,2023-02-13,304,200,6484.736000000001,16003.2166,7928.881157800597,21.331368421052634,32.423680000000004,23.170007893319383,32.423680000000004,23.170007893319383,138.485,1.3164500000000001,2.4678285438296945,0.0943,1.22269914423665,6408,保康高山大白菜,花叶类,0.6578947368421053,1.08619416419868,0.7146014238149211,1.52,0.5106551949183125,0.4793417684514068,0.49545546723404327,1.0119750312109863,0.6215853723095996,0.6782713422095671,热销,21,Lumpy,0.013768720973117782,明星品(量大且利厚),0.00789766031346672,-0.005871060659651062
102900011034231,2022-04-16,2023-05-10,390,244,6931.0,22496.3,9459.444529093518,17.77179487179487,28.40573770491803,16.510731261172374,28.40573770491803,16.510731261172374,153.0,1.7737295081967217,3.245750973885442,0.0943,1.3648022693829922,6925,奶白菜(份),花叶类,0.6256410256410256,0.929041291567916,0.5812463465194142,1.598360655737705,0.33784731534216694,0.5183922212402227,0.4204889039127998,1.0008664259927798,0.49617396193849456,0.6761918709180619,热销,22,Intermittent,0.014716251373175305,明星品(量大且利厚),0.009422196922621674,-0.00529405445055363
102900011018095,2020-10-16,2021-03-14,150,141,978.0,5973.0,1743.8675593563635,6.52,6.9361702127659575,4.859765964320044,6.9361702127659575,4.859765964320044,41.0,3.8671631205673758,6.107361963190184,0.11130000000000001,1.7830956639635618,978,虫草花(袋),食用菌,0.94,0.7453628779631969,0.700641105285405,1.0638297872340425,0.490897958415554,0.5729467565890823,0.2919584060533004,1.0,0.3336088968091915,0.6756737047883854,热销,23,Erratic,0.0020765392934591616,引流品(量大但利薄),0.0017370008884445415,-0.00033953840501462005
102900005115823,2020-07-01,2023-06-30,1095,919,7606.755999999999,56891.4632,17567.01839457754,6.946809132420091,8.277210010881392,6.889792535277019,8.277210010881392,6.889792535277019,43.597,4.354700761697497,7.479070342206323,0.14429999999999998,2.3093968565019756,16644,上海青,花叶类,0.8392694063926941,0.9917924048212321,0.832381022859098,1.191512513601741,0.6928581672159582,0.5020603540707609,0.30878127238213726,0.4570269166065849,0.7071359994191665,0.6726325656712254,热销,24,Erratic,0.01615105084842151,引流品(量大但利薄),0.017497846321520565,0.0013467954730990543
102900011030110,2021-12-16,2023-06-30,562,386,6342.0,25351.6,8529.175356078173,11.284697508896798,16.430051813471504,11.293787672756576,16.430051813471504,11.293787672756576,102.0,2.273626943005181,3.9974140649637335,0.0943,1.3448715477890527,6354,菠菜(份),花叶类,0.6868327402135231,1.0008055301307466,0.6873860046805483,1.455958549222798,0.4724995194306868,0.49979869854450726,0.3364353869609087,0.9981114258734656,0.5943406780939006,0.6658626317727572,畅销,25,Intermittent,0.013465656645314931,明星品(量大且利厚),0.008495590787109514,-0.004970065858205417
102900011000328,2020-07-02,2023-06-30,1094,858,7792.1810000000005,82009.3451,22087.222432442664,7.122651736745887,9.081796037296037,7.384102490697372,9.081796037296037,7.384102490697372,64.215,7.794009324009324,10.52456880814242,0.1018,2.834536624911904,22678,螺丝椒,辣椒类,0.7842778793418648,1.0367069405629727,0.8130663208437208,1.275058275058275,0.6610768420903442,0.4909886543243117,0.26932567752504416,0.34360089073110506,0.6954132348267239,0.661595693133488,畅销,26,Erratic,0.016544754630108287,引流品(量大但利薄),0.022000251557282986,0.005455496927174699
102900005115984,2020-07-01,2023-06-27,1092,782,10305.364,70665.1061,21607.683815334327,9.43714652014652,13.17821483375959,10.93138376494611,13.17821483375959,10.93138376494611,76.615,4.327531969309463,6.85711888488364,0.1281,2.09674144604056,23265,云南油麦菜,花叶类,0.7161172161172161,1.1583357047185479,0.8295041401922202,1.3964194373401535,0.6880771185960345,0.4633199542655958,0.3057758631927438,0.44295568450462064,0.727950579223786,0.6576086217603366,畅销,27,Lumpy,0.021880872473823598,引流品(量大但利薄),0.021522601176385894,-0.0003582712974377032
102900051010455,2020-07-01,2023-06-18,1083,904,7987.99,53478.169200000004,16819.995257589762,7.375798707294552,8.836272123893805,10.468528841603456,8.836272123893805,10.468528841603456,187.729,4.0534734513274335,6.6948217511539205,0.1561,2.1056605300694873,14372,黄白菜(2),花叶类,0.8347183748845799,1.4193078278085656,1.184722323489329,1.198008849557522,1.4035669837739542,0.4133413650406821,0.3145207756586731,0.5558022543835235,0.9484384287454262,0.6488138953561942,畅销,28,Erratic,0.01696050624821968,引流品(量大但利薄),0.016753764670552004,-0.00020674157766767745
102900011008164,2020-08-24,2023-06-30,1041,762,5816.308,27812.8544,8248.338626755216,5.5872315081652255,7.632950131233596,4.8400790458061485,7.632950131233596,4.8400790458061485,36.049,2.82011811023622,4.781874412427952,0.1568,1.4181399311651337,13355,奶白菜,花叶类,0.7319884726224783,0.8662750127201312,0.6341033234320268,1.3661417322834646,0.4020870247875416,0.5358267099887284,0.29656569973469593,0.4355153874953201,0.5775980403724431,0.6472747637620737,畅销,29,Intermittent,0.01234948067981684,引流品(量大但利薄),0.008215859883392329,-0.004133620796424511
102900011023464,2021-08-28,2023-06-30,672,492,3267.9930000000004,18780.484800000002,6691.396052369801,4.863084821428572,6.642262195121952,3.501281623706779,6.642262195121952,3.501281623706779,24.301000000000002,3.4114634146341465,5.7467946840767405,0.1033,2.0475551974468122,7910,小青菜(1),花叶类,0.7321428571428571,0.7199713252540489,0.5271218631324287,1.3658536585365855,0.2778574585922029,0.5814050416522465,0.3562951714840609,0.41314702907711764,0.5257616457861388,0.6444127180774827,畅销,30,Intermittent,0.0069387687885986565,明星品(量大且利厚),0.006665047942167414,-0.00027372084643124267
106958851400125,2020-12-29,2022-01-16,384,314,2149.0,7983.7,2153.678620456847,5.596354166666667,6.843949044585988,5.610166918517245,6.843949044585988,5.610166918517245,45.0,2.2654777070063696,3.7150767798976267,0.11130000000000001,1.002177115149766,2150,海鲜菇(袋)(4),食用菌,0.8177083333333334,1.0024681697117832,0.8197265762747393,1.2229299363057324,0.671951659851106,0.499383718116194,0.26975946246187194,0.9995348837209302,0.675835617376718,0.6400370416739226,畅销,31,Erratic,0.004562865993500755,引流品(量大但利薄),0.0021451982732784394,-0.0024176677202223155
102900011034224,2022-04-18,2023-02-20,309,179,4057.0,12220.0,5736.57281660594,13.129449838187702,22.664804469273744,13.82228461826389,22.664804469273744,13.82228461826389,70.0,1.3682681564245809,3.0120778900665517,0.0943,1.4139937926068376,4058,小青菜(份),花叶类,0.5792880258899676,1.0527695210854182,0.6098567775866985,1.7262569832402235,0.37192528916843187,0.4871467496610346,0.4694413106878838,0.9997535731887629,0.6498811094978307,0.6362905306179231,畅销,32,Intermittent,0.008614028541476297,明星品(量大且利厚),0.005713984428237803,-0.002900044113238494
102900011030042,2021-12-17,2022-02-16,62,52,313.0,681.5999999999999,274.4453130175554,5.048387096774194,6.019230769230769,3.3047226137067076,6.019230769230769,3.3047226137067076,20.0,1.2315384615384617,2.1776357827476036,0.0943,0.8768220863180683,313,枝江红菜苔(份),花叶类,0.8387096774193549,0.6546095912134692,0.5490273990822645,1.1923076923076923,0.3014310849430361,0.6043721765607638,0.40264863999054495,1.0,0.3973880050429331,0.6356592664522889,畅销,33,Smooth,0.000664577503939384,明星品(量大且利厚),0.000273364654318635,-0.000391212849620749
102900011030158,2021-12-16,2022-02-13,60,46,296.0,454.59999999999997,165.34307165728163,4.933333333333334,6.434782608695652,2.630185239890009,6.434782608695652,2.630185239890009,15.0,0.8682608695652175,1.5358108108108106,0.0943,0.5585914583016272,296,小青菜(2),花叶类,0.7666666666666667,0.5331456567344613,0.40874500349642034,1.3043478260869565,0.1670724778832887,0.6522537474553852,0.3637111123125421,1.0,0.25631357558658957,0.6320937986697526,畅销,34,Smooth,0.0006284822401471491,明星品(量大且利厚),0.00016469201507071413,-0.000463790225076435
102900011023976,2023-02-05,2023-02-12,8,8,62.22099999999999,371.0292,95.08283204344875,7.777624999999999,7.777624999999999,7.769523334110383,7.777624999999999,7.769523334110383,25.154,3.70875,5.963086417768921,0.1162,1.5281469607278695,89,净藕(2),水生根茎类,1.0,0.9989583367815219,0.9989583367815219,1.0,0.9979177586253045,0.5002605515080808,0.2562677871268589,0.6991123595505617,,0.6266236892660784,畅销,35,Erratic,0.00013211078873039107,问题品(量小且利薄),9.47084329020097e-05,-3.740235582838136e-05
102900011035481,2022-09-08,2022-10-02,25,22,127.0,952.4000000000002,368.61949873026384,5.08,5.7727272727272725,3.517734906791425,5.7727272727272725,3.517734906791425,15.0,3.917272727272726,7.499212598425198,0.0943,2.9025157380335735,127,外地茼蒿(份),花叶类,0.88,0.6924675013368947,0.6093714011764674,1.1363636363636365,0.37133350457177117,0.5908532950913925,0.3870427328121207,1.0,0.4920229980098447,0.6233345483366932,畅销,36,Smooth,0.0002696528530361079,利润品(量小但利厚),0.00036716801878508055,9.751516574897266e-05
102900011030400,2023-01-07,2023-01-07,1,1,3.0,44.5,-176.0,3.0,3.0,0.0,3.0,0.0,3.0,73.5,14.833333333333334,0.0,-58.666666666666664,3,洪山菜薹珍品手提袋,花叶类,1.0,0.0,0.0,1.0,0.0,1.0,-3.955056179775281,1.0,,0.619899700348497,畅销,37,Smooth,6.369752433923808e-06,问题品(量小且利薄),-0.0001753069805823289,-0.0001816767330162527
106973990980123,2022-07-08,2022-07-29,22,19,109.0,244.0,57.99679615538647,4.954545454545454,5.7368421052631575,3.2632993744089043,5.7368421052631575,3.2632993744089043,10.0,1.69578947368421,2.238532110091743,0.0012,0.5320806986732703,109,和丰阳光海鲜菇(包),食用菌,0.8636363636363636,0.6586475801559257,0.568832001043754,1.1578947368421053,0.32356984541144135,0.6029008283399131,0.2376917875220757,1.0,0.5815405283006434,0.6195166622320244,畅销,38,Smooth,0.00023143433843256505,问题品(量小且利薄),5.7768427371872856e-05,-0.0001736659110606922
102900011032848,2022-03-16,2023-06-30,472,366,1868.0,7547.799999999999,4077.434536822348,3.957627118644068,5.103825136612022,3.6173306758788435,5.103825136612022,3.6173306758788435,25.0,1.6427322404371585,4.040578158458244,0.0943,2.18278080129676,1868,姜蒜小米椒组合装(小份),辣椒类,0.7754237288135594,0.9140150315925128,0.7087489439891096,1.289617486338798,0.502325065605678,0.5224619365543711,0.5402149681791182,1.0,0.4984576119343405,0.6169775592928622,畅销,39,Erratic,0.003966232515523225,明星品(量大且利厚),0.0040613791884797305,9.514667295650557e-05
102900011035078,2022-08-14,2023-06-30,321,288,769.2080000000001,12936.7644,3968.361639704096,2.396286604361371,2.6708611111111114,1.7697942265517885,2.6708611111111114,1.7697942265517885,12.32,10.541597222222224,16.818291541429623,0.0943,5.1590228386913495,3188,红椒(2),辣椒类,0.897196261682243,0.7385569920270253,0.6626305722859293,1.1145833333333333,0.43907927532797814,0.5751896570466039,0.3067507080598991,0.24128230865746553,0.44792081571841696,0.6119239758890689,畅销,40,Smooth,0.001633221510064555,引流品(量大但利薄),0.003952735777927641,0.0023195142678630863
102900005115786,2020-07-01,2023-06-30,1095,667,7240.763999999999,38934.738,10316.537826348693,6.6125698630136975,10.855718140929534,8.396472579917178,10.855718140929534,8.396472579917178,61.519,5.048110944527736,5.377158819152234,0.1362,1.4247858135341374,16186,竹叶菜,花叶类,0.6091324200913242,1.2697744982448416,0.7734608130861271,1.64167916041979,0.5982416293798529,0.4405724008148273,0.26497000766638507,0.4473473372049919,0.7744252924384637,0.6046563827430984,畅销,41,Lumpy,0.015373958037489295,引流品(量大但利薄),0.010275915320457794,-0.005098042717031501
102900011030141,2021-12-16,2023-02-18,430,287,3070.0,9086.0,4314.85061278569,7.1395348837209305,10.696864111498257,10.211509202941036,10.696864111498257,10.211509202941036,118.0,1.3502787456445995,2.9596091205211725,0.0943,1.4054887989529934,3071,上海青(份),花叶类,0.6674418604651163,1.4302765333109593,0.9546264303726637,1.4982578397212543,0.9113116215660542,0.4114758079145917,0.4748900080107517,0.9996743731683491,0.7622891747913649,0.6021991978065948,畅销,42,Lumpy,0.006518379990715364,明星品(量大且利厚),0.0042978604124504025,-0.0022205195782649617
102900005118817,2020-07-01,2023-06-26,1091,730,5216.460999999999,52349.541,11826.646350349733,4.781357470210815,7.145836986301369,5.689379985265278,7.145836986301369,5.689379985265278,50.28,6.501287671232878,10.035451429618664,0.18510000000000001,2.2671781405726477,14202,菠菜,花叶类,0.6691109074243813,1.1899089370982394,0.796181048654184,1.4945205479452055,0.6339042622360762,0.4566399922204345,0.22591690632683356,0.36730467539783124,0.6568649145014658,0.6012446985071946,畅销,43,Lumpy,0.011075855050406206,引流品(量大但利薄),0.011780077625538815,0.0007042225751326091
102900005115960,2020-07-01,2023-03-28,1001,480,19187.218,38758.6857,9370.644506123763,19.16804995004995,39.973370833333334,38.89786429641774,39.973370833333334,38.89786429641774,244.4,1.4123958333333335,2.0200263373251923,0.2227,0.48837952985804206,15178,大白菜,花叶类,0.47952047952047955,2.029307331615983,0.9730944247509208,2.0854166666666667,0.9469127594813255,0.33010846722724246,0.2417688922337158,1.2641466596389512,0.9750056019793906,0.6004578392663297,畅销,44,Lumpy,0.040739276185242236,引流品(量大但利薄),0.009333746559539462,-0.031405529625702776
102900011033944,2022-04-18,2023-05-24,402,293,1304.5520000000001,15390.1888,4338.763029877442,3.245154228855722,4.452395904436861,2.594965829792637,4.452395904436861,2.594965829792637,17.368,7.59136518771331,11.797298076274458,0.0943,3.325864380934943,5063,杏鲍菇(2),食用菌,0.7288557213930348,0.7996432979111909,0.5828245927561665,1.372013651877133,0.3396845059213913,0.5556656706141042,0.2819174661377411,0.25766383567055107,0.45150621658082185,0.5999822684749025,畅销,45,Intermittent,0.002769891092393391,引流品(量大但利薄),0.004321678671761655,0.0015517875793682637
102900011008492,2021-07-18,2021-07-19,2,2,7.48,27.424,-6.401201972510752,3.74,3.74,1.7069557697843258,3.74,1.7069557697843258,4.947,4.31,3.666310160427807,0.046900000000000004,-0.8557756647741647,10,大芥兰,花叶类,1.0,0.45640528603858976,0.45640528603858976,1.0,0.20830578512396694,0.6866220615828659,-0.23341605792410852,0.748,,0.5975214392379943,畅销,46,Smooth,1.588191606858336e-05,问题品(量小且利薄),-6.375996533514249e-06,-2.225791260209761e-05
106949711300167,2021-09-06,2022-09-11,371,215,3175.0,9964.599999999999,3304.2958011996566,8.557951482479785,14.767441860465116,11.371873010273678,14.767441860465116,11.371873010273678,77.0,1.913209302325581,3.1384566929133855,0.0664,1.0407230869920179,3185,金针菇(袋)(2),食用菌,0.5795148247978437,1.3288078383658375,0.7700638416405797,1.7255813953488373,0.5929983202022479,0.4294042572021384,0.33160345635546407,0.9968602825745683,0.6277106782916722,0.596745522657124,畅销,47,Lumpy,0.006741321325902697,明星品(量大且利厚),0.003291284771927154,-0.003450036553975543
102900005117056,2020-07-01,2022-02-14,594,228,9703.125,95568.63389999999,20650.318714894536,16.335227272727273,42.557565789473685,20.038707691105568,42.557565789473685,20.038707691105568,144.05,7.344254385964914,9.849263397101447,0.0708,2.1282132008909023,25338,泡泡椒(精品),辣椒类,0.3838383838383838,1.226717409959854,0.4708612280653985,2.6052631578947367,0.2217102960952552,0.44909156210263307,0.216078412677766,0.3829475491356855,0.4539992113866297,0.5960018973247171,畅销,48,Intermittent,0.02060216802847232,引流品(量大但利薄),0.02056900580665295,-3.3162221819368204e-05
102900011036068,2022-12-29,2023-01-01,4,4,13.0,86.7,45.792414706856576,3.25,3.25,1.707825127659933,3.25,1.707825127659933,5.0,2.85,6.6692307692307695,0.0943,3.5224934389889673,13,菌蔬四宝(份),食用菌,1.0,0.5254846546645948,0.5254846546645948,1.0,0.27613412228796846,0.6555293735287477,0.5281708732048048,1.0,,0.5943267419092907,畅销,49,Smooth,2.760226054700317e-05,利润品(量小但利厚),4.56121020217776e-05,1.800984147477443e-05
102900051004294,2020-07-01,2023-01-26,940,747,2219.781,30873.0994,10575.574378308029,2.36146914893617,2.97159437751004,2.367772480107723,2.97159437751004,2.367772480107723,29.197,8.748460508701474,13.90817355405781,0.078,4.764242228538774,10608,青线椒,辣椒类,0.7946808510638298,1.0026692413806857,0.7968020460759278,1.2583668005354753,0.6348935006307849,0.4993335790739849,0.3425498114487342,0.2092553733031674,0.5279533358886084,0.5897913496920713,畅销,50,Erratic,0.004713151809175942,明星品(量大且利厚),0.01053393188741489,0.005820780078238948
